record_id,represented_by_eligible_repository_hit,repository_search_sources,flow_source_group
sustech_sysu_corneal_ulcers,true,"[""figshare""]",five_repository_searches
syn_oct,false,[],other_documented_search_routes
synthetic_retinal_oct_biomarkers,true,"[""huggingface""]",five_repository_searches
tear_meniscus,false,[],other_documented_search_routes
teyed,false,[],other_documented_search_routes
thoct1800,false,[],other_documented_search_routes
thyroid_ophthalmopathy_external,true,"[""mendeley""]",five_repository_searches
tian_oct,false,[],other_documented_search_routes
tom500,true,"[""figshare""]",five_repository_searches
toxofundus,true,"[""kaggle""]",five_repository_searches
trend2_fundus,false,[],other_documented_search_routes
trend_fundus,false,[],other_documented_search_routes
tsukazaki_uwf,false,[],other_documented_search_routes
tunisian_retinal_oct_multidisease,true,"[""figshare""]",five_repository_searches
ubiris_v2,false,[],other_documented_search_routes
umn_parhi_oct,false,[],other_documented_search_routes
ut_fsocta,false,[],other_documented_search_routes
uveitis_smote,true,"[""mendeley""]",five_repository_searches
uwf_dr,false,[],other_documented_search_routes
uwf_dr_peng,true,"[""figshare""]",five_repository_searches
uwf_tumor,true,"[""figshare""]",five_repository_searches
uwf_zhejiang,true,"[""figshare""]",five_repository_searches
uwhvf,false,[],other_documented_search_routes
vietai_retinal_disease,false,[],other_documented_search_routes
visual_field_test_perception,true,"[""figshare""]",five_repository_searches
visual_field_testing_experiment,true,"[""kaggle""]",five_repository_searches
x_pcr,false,[],other_documented_search_routes
