record_id,canonical_name,provider,official_source_url,dataset_identifier,catalog_deposit_version,observed_deposit_version,version_matches_catalog,listing_result,expected_file_count,expected_bytes,file_index,file_path,file_bytes,mime_type,source_checksum_type,source_checksum_available,source_status,notes
mendeley_development_deep_learning_model_epiretinal_membrane,Development of a deep learning model for epiretinal membrane detection in fundus photography,mendeley,https://data.mendeley.com/datasets/jrgntpv8b8,jrgntpv8b8,1,1,True,official_archive_route_confirmed,,1432114,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_difference_retinal_nerve_fiber_layer_thickness,Data for: Difference of the Retinal Nerve Fiber Layer Thickness Assessed on the Disc Center and Bruch’s Membrane Opening Center in Myopic Eyes,mendeley,https://data.mendeley.com/datasets/dtz8wmt5xt,dtz8wmt5xt,1,1,True,official_archive_route_confirmed,,5457,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,Digital holograms of RBCs from the glaucoma patients and healthy controls,mendeley,https://data.mendeley.com/datasets/tryd7r3wct,tryd7r3wct,3,3,True,official_archive_route_confirmed,,4656786686,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_dme_classification_fundus_imaging_vision_transformers,DME Classification in Fundus Imaging with Vision Transformers and ETDRS-Guided Annotation,mendeley,https://data.mendeley.com/datasets/sdcfn87pvs,sdcfn87pvs,1,1,True,official_archive_route_confirmed,,1053540233,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_dry_eye_symptoms_children_can_we,Dry eye symptoms in children: can we reliably measure them?,mendeley,https://data.mendeley.com/datasets/h79366vw73,h79366vw73,1,1,True,official_archive_route_confirmed,,36954,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_early_detection_glaucomatous_visual_field_progression,Data for: Early Detection of Glaucomatous Visual Field Progression Using Pointwise Linear Regression with Binomial Test in the Central 10 Degrees,mendeley,https://data.mendeley.com/datasets/w34s5mhvpm,w34s5mhvpm,1,1,True,official_archive_route_confirmed,,81660,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effect_adlay_seed_extract_on_level,Effect of Adlay Seed Extract on the Level of Neuroprotection Gene Expression in Human Nasal Orbital Mesenchymal Stem Cells ,mendeley,https://data.mendeley.com/datasets/x7rcj9yz65,x7rcj9yz65,1,1,True,official_archive_route_confirmed,,178781,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effect_central_hole_location_phakic_intraocular,Data for: Effect of Central Hole Location of Phakic Intraocular Lens on Visual Function under Progressive Headlight Glare Sources.,mendeley,https://data.mendeley.com/datasets/jjknx3wbkf,jjknx3wbkf,1,1,True,official_archive_route_confirmed,,14757,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_effect_one_hour_smartphone_gaming_on,"The effect of one hour smartphone gaming on blinking, ocular symptoms and tear film function in school-aged children ",mendeley,https://data.mendeley.com/datasets/zn64p6r992,zn64p6r992,1,1,True,official_archive_preparing,,,,,,,,,,"The official current-version page reports that its Download All archive is being prepared. This is a temporary source state, not a credential or dataset failure."
mendeley_effect_prednisone_plus_either_adalimumab_or,Effect of prednisone plus either adalimumab or cyclosporine on dermatological symptoms in Vogt-Koyanagi-Harada disease: systemic outcomes from a randomized trial,mendeley,https://data.mendeley.com/datasets/yzv3mrvwf4,yzv3mrvwf4,1,1,True,official_archive_route_confirmed,,225732,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_efficacy_combined_orthokeratology_0_01_atropine,Dataset for: Efficacy of combined orthokeratology and 0.01% atropine solution for slowing axial elongation in children with myopia: a 2-year randomised trial,mendeley,https://data.mendeley.com/datasets/y58rh8bfkv,y58rh8bfkv,7,7,True,official_archive_route_confirmed,,106903,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_et_pd_vis_eye_tracking_visualization,ET_PD_VIS: Eye Tracking Visualization Dataset on Trail Making Test for Parkinson’s Disease Analysis ,mendeley,https://data.mendeley.com/datasets/83htprx9y6,83htprx9y6,1,1,True,official_archive_route_confirmed,,72222368,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_evaluation_dry_eye_severity_ocular_surface,Evaluation of dry eye severity and ocular surface inflammation in patients with pemphigus and pemphigoid,mendeley,https://data.mendeley.com/datasets/zzgw9t9jsy,zzgw9t9jsy,1,1,True,official_archive_route_confirmed,,23020,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_evaluation_refractive_visual_outcomes_as_well,"Evaluation of refractive and visual outcomes, as well as astigmatism-correcting efficiency and rotational stability of a double-loop haptic toric intraocular lens - a one-year follow-up",mendeley,https://data.mendeley.com/datasets/r2v99nw7vg,r2v99nw7vg,1,1,True,official_archive_route_confirmed,,29702,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_fferg_reference_healthy_controls_university_eye,ffERG Reference Data from Healthy Controls (University Eye Hospital Tuebingen),mendeley,https://data.mendeley.com/datasets/37wxt2ybvj,37wxt2ybvj,1,1,True,official_archive_route_confirmed,,39651,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_foveal_cone_photoreceptor_outer_segment_length,Foveal cone photoreceptor outer segment length and cone density,mendeley,https://data.mendeley.com/datasets/89rykrg8j2,89rykrg8j2,1,1,True,official_archive_route_confirmed,,7196525899,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_fundus_autofluorescence_premature_infants,Fundus Autofluorescence in Premature Infants,mendeley,https://data.mendeley.com/datasets/k5jsssjtmz,k5jsssjtmz,1,1,True,official_archive_route_confirmed,,286765293,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_fundus_mctn,Fundus dataset of MCTN,mendeley,https://data.mendeley.com/datasets/spz4b8tbzt,spz4b8tbzt,1,1,True,official_archive_route_confirmed,,81493400,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_hpsc_derived_photoreceptor_axon_extension_growth,hPSC-derived Photoreceptor Axon Extension and Growth Cone Motility Data Sets and Code,mendeley,https://data.mendeley.com/datasets/cpy5j23354,cpy5j23354,1,1,True,official_archive_route_confirmed,,1735502,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_human_foveal_cone_topography_preferred_retinal,Human foveal cone topography and preferred retinal locus of fixation,mendeley,https://data.mendeley.com/datasets/9gkpxsmz23,9gkpxsmz23,1,1,True,official_archive_route_confirmed,,14217597,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_human_mesenchymal_stem_cells_derived_adipose,Human mesenchymal stem cells derived from adipose tissue showed greater effect than from umbilical cord in promoting corneal graft survival through suppressing lymphangiogenesis,mendeley,https://data.mendeley.com/datasets/bm45p4tcbz,bm45p4tcbz,1,1,True,official_archive_route_confirmed,,12771788,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,"HVDROPDB Datasets for Classification and Segmentation for Research in Retinopathy of Prematurity, Ranjana Agrawal",mendeley,https://data.mendeley.com/datasets/xw5xc7xrmp,xw5xc7xrmp,3,3,True,official_archive_route_confirmed,,549276271,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_identification_human_retinal_stem_like_cells,Identification of Human Retinal Stem-Like Cells for Retina Regeneration,mendeley,https://data.mendeley.com/datasets/s9wbscpsrs,s9wbscpsrs,3,3,True,official_archive_route_confirmed,,35478794,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_imaging_retinal_choroidal_vasculature_using_spatio,Imaging the retinal and choroidal vasculature using Spatio-Temporal Optical Coherence Tomography (STOC-T),mendeley,https://data.mendeley.com/datasets/j39vyvp8ny,j39vyvp8ny,1,1,True,official_archive_route_confirmed,,201736250,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_interocular_retinal_nerve_fiber_layer_thickness,Interocular retinal nerve fiber layer thickness differences,mendeley,https://data.mendeley.com/datasets/ss2nynfc8s,ss2nynfc8s,1,1,True,official_archive_route_confirmed,,375207,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_keratoconus_ukraine_children,Keratoconus Ukraine children ОХМАТДИТ ,mendeley,https://data.mendeley.com/datasets/ydmxn3264h,ydmxn3264h,1,1,True,official_archive_route_confirmed,,143404,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_long_term_results_using_gelatin_microfistulae,Long-term results using gelatin microfistulae (XEN) implantation in glaucoma surgery.,mendeley,https://data.mendeley.com/datasets/7xjcbsmzzc,7xjcbsmzzc,1,1,True,official_archive_route_confirmed,,1523,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_long_term_safety_efficacy_limited_vitrectomy,Data for: Long-Term Safety and Efficacy of Limited Vitrectomy for Vision Degrading Vitreopathy from Vitreous Floaters,mendeley,https://data.mendeley.com/datasets/dnss5ttn73,dnss5ttn73,1,1,True,official_archive_route_confirmed,,98687,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_micro_go_study_transcriptional_profiling_orbital,MICRO-GO study: transcriptional profiling of orbital tissues in Graves’ orbitopathy & microbiome composition,mendeley,https://data.mendeley.com/datasets/mrvmsrn9r6,mrvmsrn9r6,1,1,True,official_archive_route_confirmed,,153521,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_microvascular_changes_poag_after_npds,Microvascular changes in POAG after NPDS,mendeley,https://data.mendeley.com/datasets/vc99wcmvk2,vc99wcmvk2,2,2,True,official_archive_route_confirmed,,7397,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_myopia_metal_mixture_exposure,Dataset: Myopia and Metal Mixture Exposure,mendeley,https://data.mendeley.com/datasets/jgh7dxdwyy,jgh7dxdwyy,1,1,True,official_archive_route_confirmed,,2696102,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,Data for: Neurophysiologic and ophthalmic markers of chemotherapy-related cognitive impairment in patients diagnosed with hematologic cancer,mendeley,https://data.mendeley.com/datasets/npt7rp69gm,npt7rp69gm,1,1,True,official_archive_route_confirmed,,21011,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_nuclear_cataract_database_biomedical_machine_learning,Nuclear Cataract Database for Biomedical and Machine Learning Applications,mendeley,https://data.mendeley.com/datasets/6wv33nbcvv,6wv33nbcvv,2,2,True,official_archive_route_confirmed,,648204770,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ocular_biometry, OCULAR BIOMETRY DATA,mendeley,https://data.mendeley.com/datasets/4twnn4546j,4twnn4546j,1,1,True,official_archive_route_confirmed,,21117,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ocular_sebaceous_neoplasms,Ocular sebaceous neoplasms,mendeley,https://data.mendeley.com/datasets/xg9jcjn388,xg9jcjn388,1,1,True,official_archive_route_confirmed,,453018601,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ocular_surface_disorders_affect_quality_life,Ocular Surface Disorders Affect Quality of Life in Patients with Autoimmune Blistering Skin Diseases: A Cross-Sectional Study,mendeley,https://data.mendeley.com/datasets/73r8vrxksx,73r8vrxksx,1,1,True,official_archive_route_confirmed,,25638,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_on_comparison_ocular_surface_disease_index,"Dataset on comparison of the ocular surface disease index questionnaire, the tear film break-up time and Schirmer tests for the evaluation of tear film in computer users and contact lenses without dry eye symptoms",mendeley,https://data.mendeley.com/datasets/m7fzwvsm77,m7fzwvsm77,1,1,True,official_archive_route_confirmed,,11252,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ophthalmic_anthropometry_malawians,Ophthalmic Anthropometry of Malawians,mendeley,https://data.mendeley.com/datasets/bctfh4m93c,bctfh4m93c,1,1,True,official_archive_route_confirmed,,21211,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ophthalmic_stroke_biomarkers_south_asia,Ophthalmic Stroke Biomarkers in south Asia,mendeley,https://data.mendeley.com/datasets/whpsmdc2gk,whpsmdc2gk,1,1,True,official_archive_route_confirmed,,37888,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_optical_coherence_tomography_oct_images_proliferative,"Optical Coherence Tomography (OCT) Images of Proliferative Vitreoretinopathy, Uveitis, and Normal Eyes",mendeley,https://data.mendeley.com/datasets/hbr5pwk5w5,hbr5pwk5w5,1,1,True,official_archive_route_confirmed,,7566521,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_orbscan_iiz_anterior_maps,"Multimodal Orbscan IIz Dataset: 3,000 Axial Power Anterior Maps with OCR-Extracted Clinical Parameters from 3,000 Unique Patients",mendeley,https://data.mendeley.com/datasets/78wt2nc387,78wt2nc387,3,3,True,official_archive_route_confirmed,,1315199929,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_performance_corneal_vs_scleral_rigid_gas,Data for: Performance of corneal vs. scleral rigid gas permeable contact lenses for ectatic corneal disorders,mendeley,https://data.mendeley.com/datasets/gmrbh4fvt2,gmrbh4fvt2,1,1,True,official_archive_route_confirmed,,4922389,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_peripapillary_retinal_nerve_fiber_layer_thinning,Data for: Peripapillary Retinal Nerve Fiber Layer Thinning in Genetic Generalized Epilepsy,mendeley,https://data.mendeley.com/datasets/wyys4gvk4n,wyys4gvk4n,1,1,True,official_archive_route_confirmed,,12060,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_plasma_energy_metabolomics_patients_ocular_disease,plasma energy metabolomics in patients with ocular disease,mendeley,https://data.mendeley.com/datasets/tybzw7zsng,tybzw7zsng,1,1,True,official_archive_route_confirmed,,22705,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_post_intravitreal_injection_ciprofloxacin_conjunctival_flora,Data for: Post-Intravitreal Injection Ciprofloxacin and Conjunctival Flora Resistance,mendeley,https://data.mendeley.com/datasets/53nxz6xr5j,53nxz6xr5j,1,1,True,official_archive_route_confirmed,,14311,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_postural_stargardt_s_syndrome_patients,Data for: Postural data from Stargardt's syndrome patients,mendeley,https://data.mendeley.com/datasets/5rz9j8t6p4,5rz9j8t6p4,2,2,True,official_archive_route_confirmed,,182684592,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_quantified_processed_microarray_22_individuals_without,Quantified processed microarray data for 22 individuals with and without proliferative retinopathy,mendeley,https://data.mendeley.com/datasets/72b47vpgtz,72b47vpgtz,1,1,True,official_archive_route_confirmed,,16614105,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_radial_peripapillary_capillary_density_as_predictive,Radial peripapillary capillary density as a predictive factor for glaucoma in eyes with ocular hypertension,mendeley,https://data.mendeley.com/datasets/h9tntd4gkf,h9tntd4gkf,1,1,True,official_archive_route_confirmed,,19381,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_raw_manuscript_light_responsive_microrna_molecules,RAW DATA to manuscript: Light-Responsive MicroRNA Molecules in Human Retinal Organoids are Differentially Regulated by Distinct Wavelengths of Light,mendeley,https://data.mendeley.com/datasets/8ksg9fssd9,8ksg9fssd9,1,1,True,official_archive_route_confirmed,,57822,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_red_lesion_localization_messidor_retinal_images,Red lesion localization for MESSIDOR retinal images dataset using patch-based convolutional neural networks.,mendeley,https://data.mendeley.com/datasets/3r5m3nfdkv,3r5m3nfdkv,1,1,True,official_archive_route_confirmed,,26420570,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_refractive_error_visual_impairment_among_school,"Refractive error and Visual Impairment data among school children in Blantyre, Southern Malawi",mendeley,https://data.mendeley.com/datasets/crgbf93fnw,crgbf93fnw,2,2,True,official_archive_route_confirmed,,7538281,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_retinal_blood_vessel_segmentation_rop,Retinal blood vessel segmentation(ROP),mendeley,https://data.mendeley.com/datasets/prcy36j53v,prcy36j53v,1,1,True,official_archive_route_confirmed,,90915860,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_rop_retinopathy_prematurity_infants_serum_metabolomic,ROP (retinopathy of prematurity) infants' serum metabolomic data,mendeley,https://data.mendeley.com/datasets/7r7xt6pf6x,7r7xt6pf6x,5,5,True,official_archive_route_confirmed,,4149397,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_sars_cov_2_infection_ocular_cells,"SARS-CoV-2 infection of ocular cells from human adult donor eyes and hESC-derived ocular lineages, Eriksen et al",mendeley,https://data.mendeley.com/datasets/jgw2mcgb67,jgw2mcgb67,1,1,True,official_archive_route_confirmed,,360635,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_selective_laser_trabeculoplasty_patients_angle_recession,Data for: Selective Laser Trabeculoplasty in patients with angle recession glaucoma: a case series.,mendeley,https://data.mendeley.com/datasets/rvw8k4k8g7,rvw8k4k8g7,1,1,True,official_archive_route_confirmed,,96474,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_serum_proteomic_profiles_keratoconus_post_laser,"Serum proteomic profiles in keratoconus, post-laser vision correction ectasia, and pellucid marginal degeneration",mendeley,https://data.mendeley.com/datasets/yzsktrxh6y,yzsktrxh6y,1,1,True,official_archive_route_confirmed,,2250401,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_set_relationship_between_plasma_amino_acid,data set of Relationship between plasma amino acid and carnitine levels and primary angle closure glaucoma based on mass spectrometry metabolomics,mendeley,https://data.mendeley.com/datasets/fn9986thfh,fn9986thfh,1,1,True,official_archive_route_confirmed,,333837,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_spatio_temporal_optical_coherence_tomography_provides,Spatio-Temporal Optical Coherence Tomography provides full thickness imaging of the chorioretinal complex,mendeley,https://data.mendeley.com/datasets/9pzm3mbp7w,9pzm3mbp7w,2,2,True,official_archive_route_confirmed,,7748791482,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_superficial_conjunctival_cells_dupilumab_treated_atopic,Superficial Conjunctival Cells from Dupilumab-treated Atopic Dermatitis Patients with Ocular Adverse Events Display a Transcriptomic Psoriasis Signature,mendeley,https://data.mendeley.com/datasets/222mnygnjz,222mnygnjz,1,1,True,official_archive_route_confirmed,,75204976,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_test_results_article_motion_perception_glaucoma,"Test results - Article ""Motion perception and glaucoma""",mendeley,https://data.mendeley.com/datasets/zhz8kjsykf,zhz8kjsykf,1,1,True,official_archive_route_confirmed,,36560,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_towards_ocular_biomarkers_sarcopenia_result_korean,Towards ocular biomarkers for sarcopenia: a result from a Korean nationwide cross-sectional study,mendeley,https://data.mendeley.com/datasets/h547645876,h547645876,1,1,True,official_archive_route_confirmed,,11232983,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_utilizing_responsive_web_portal_studying_disc,Data for: Utilizing A Responsive Web Portal For Studying Disc Tracing Agreement in Retinal Images,mendeley,https://data.mendeley.com/datasets/7xv5rzxgrh,7xv5rzxgrh,1,1,True,official_archive_route_confirmed,,1073785598,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_vivo_analysis_comparison_anterior_segment_structures,In Vivo Analysis and Comparison of Anterior Segment Structures of Both Eyes in Unilateral Herpetic Anterior Uveitis,mendeley,https://data.mendeley.com/datasets/hmz2cz3jcg,hmz2cz3jcg,1,1,True,official_archive_route_confirmed,,11307,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_vivo_cone_photoreceptor_topography_human_foveola,In-vivo cone photoreceptor topography of the human foveola,mendeley,https://data.mendeley.com/datasets/m5nkpb8phv,m5nkpb8phv,1,1,True,official_archive_route_confirmed,,5059199783,,,,,,,,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mpxv_ocular_manifestations_south_kivu,MPXV Ocular Manifestations South Kivu Dataset,figshare,https://doi.org/10.1371/journal.pgph.0005971.s001,31364760,1,1,True,official_file_listing_confirmed,1,201728,1,pgph.0005971.s001.xls,201728,application/vnd.ms-excel,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,1,._102_S2,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,2,._106_S2,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,3,._116_I2,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,4,._107_S2,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,5,._117_I2,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,6,._103_S2,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
