record_id,canonical_name,provider,official_source_url,dataset_identifier,catalog_deposit_version,observed_deposit_version,version_matches_catalog,listing_result,expected_file_count,expected_bytes,file_index,file_path,file_bytes,mime_type,source_checksum_type,source_checksum_available,source_status,notes
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,39,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,40,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,41,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,42,eventdata.gz,454,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,43,imudata.gz,1786886,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,44,snap0.jpg,129772,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,45,gazedata.gz,839027,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,46,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,47,recording.g3,1031,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,48,scenevideo.mp4,162192224,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,49,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,50,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,51,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,52,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,53,eventdata.gz,462,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,54,imudata.gz,1760515,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,55,snap0.jpg,118430,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,56,gazedata.gz,859819,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,57,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,58,recording.g3,1031,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,59,scenevideo.mp4,159315922,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,60,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,61,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,62,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,63,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,64,eventdata.gz,462,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,65,imudata.gz,1825551,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,66,snap0.jpg,140313,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,67,gazedata.gz,880598,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,68,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,69,recording.g3,1031,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,70,scenevideo.mp4,163691015,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,71,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,72,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,73,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,74,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,75,eventdata.gz,456,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,76,imudata.gz,1697814,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,77,snap0.jpg,130200,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,78,gazedata.gz,1594947,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,79,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,80,recording.g3,1026,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,81,scenevideo.mp4,158178136,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,82,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,83,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,84,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,85,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,86,eventdata.gz,456,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,87,imudata.gz,1662744,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,88,snap0.jpg,138597,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,89,gazedata.gz,1573782,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,90,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,91,recording.g3,1031,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,92,scenevideo.mp4,157842822,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,93,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,94,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,95,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,96,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,97,eventdata.gz,462,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,98,imudata.gz,1785317,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,99,snap0.jpg,117537,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,100,gazedata.gz,864338,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,101,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,102,recording.g3,1031,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,103,scenevideo.mp4,160170778,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,104,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,105,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,106,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,107,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,108,eventdata.gz,449,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,109,imudata.gz,1774045,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,110,snap0.jpg,120354,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,111,gazedata.gz,750250,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,112,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,113,recording.g3,1031,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,114,scenevideo.mp4,156802104,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,115,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,116,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,117,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,118,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,119,eventdata.gz,467,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,120,imudata.gz,1866657,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,121,snap0.jpg,121325,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,122,gazedata.gz,923964,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,123,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,124,recording.g3,1023,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,125,scenevideo.mp4,162773191,video/mp4,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,126,RuVersion,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,127,participant,17,application/json,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,128,HuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,129,RuSerial,18,text/plain,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,130,eventdata.gz,463,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,131,imudata.gz,1768957,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,132,snap0.jpg,137845,image/jpeg,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,133,gazedata.gz,1628050,application/gzip,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,30520733,1,1,True,official_file_listing_confirmed,217,2978555671,134,._meta,4096,application/octet-stream,md5,True,repository_file,Official version-specific Figshare file listing reviewed.
